baryon_density,pressurec2,energy_densityc2
3.984e13,1.0625813354479e11,4.035838250155e13
4.648e13,1.3448683804749e11,4.710463156563e13
5.312e13,1.6506677869292e11,5.385509055986e13
5.976e13,1.9795727122532e11,6.060952278134e13
6.64e13,2.33154803093e11,6.736774165249e13
7.304e13,2.706817683794e11,7.412959958209e13
7.968e13,3.10579227678e11,8.089497881542e13
8.632e13,3.529020542905e11,8.766378546696e13
9.296e13,3.977155881628e11,9.443594434873e13
9.96e13,4.45093268856e11,1.0121139638446e14
1.0624e14,4.951149328768e11,1.0799009562594e14
1.1288e14,5.478655744682e11,1.147720068661e14
1.1952e14,6.034344326126e11,1.2155710384882e14
1.2616e14,6.619143147378e11,1.2834536907002e14
1.328e14,7.226825808272e11,1.3513679099292e14
1.9957589538e14,8.961706555525e11,2.027165724956e14
2.1883061884e14,1.2681456029585e12,2.223786589112e14
2.3994300182e14,1.7718737028406e12,2.439786558383e14
2.6309226954e14,2.483678695386e12,2.677173470091e14
2.8847493778e14,3.488198621534e12,2.938272641809e14
3.1630647952e14,4.869450149264e12,3.225768582788e14
3.4682315758e14,6.686466086741e12,3.542556447969e14
3.802840299e14,9.022045545987e12,3.891888734108e14
4.1697314738e14,1.2019890718355e13,4.277513104515e14
4.572019642e14,1.5850652121998e13,4.703686093953e14
5.0131198552e14,2.066411364141e13,5.175123957977e14
5.4967766086e14,2.676643215813e13,5.697182427901e14
6.027095713e14,3.513335813111e13,6.27609961969e14
6.6085790386e14,4.683659079295e13,6.920293663127e14
7.2461628112e14,6.260028169074e13,7.641177755429e14
7.9452595272e14,8.318154852151e13,8.449711459667e14
8.711803836e14,1.0942341960366e14,9.357669491983e14
9.5523029542e14,1.4268404505752e14,1.0380729262283e15
1.04738919104e15,1.8506537547704e14,1.1540040850976e15
1.14843941186e15,2.381542826188e14,1.2858158006559e15
1.2592387745e15,3.030826141103e14,1.4358784953078e15
1.38072785986e15,3.847662945471e14,1.6074229010771e15
1.51393799274e15,4.888130165293e14,1.8044312518586e15
1.66e15,6.184756726438e14,2.031551849584e15
1.820153812e15,7.774633913663e14,2.29459095075e15
1.9957589538e15,9.731864175534e14,2.601449507205e15
2.1883061884e15,1.2155466123402e15,2.961899828012e15
2.3994300182e15,1.5062673558359e15,3.378737076055e15
2.49e15,1.634558400198e15,3.56064912255e15
