baryon_density,pressure/c2,energy_density/c2
102109192837.454,161336232.698983,0.102644500668061E+12
108653693529.064,166343219.23102,0.109233809328053E+12
140858202889.247,226204524.880711,0.141667600655921E+12
169240235729.648,288958756.082247,0.170264171719397E+12
183457945459.511,321782334.458936,0.184593511655300E+12
208470135186.898,366066348.675622,0.209807281680523E+12
271363452079.032,497694461.284516,0.273232410518338E+12
330407027116.395,647125192.673988,0.332805937249056E+12
415970909178.822,838725877.299952,0.419181422206428E+12
426970873079.007,868433997.39004,0.430288853002744E+12
430452878780.138,877891638.617222,0.433805037835639E+12
449217935771.889,929296700.346139,0.452755600012370E+12
478981114398.216,1012301410.41058,0.482817419943975E+12
494413580492.294,1056029092.79037,0.498406800406521E+12
507636239815.506,1093859657.6991,0.511764997812403E+12
567330018261.957,1205014758.71033,0.572079219812337E+12
2094256000000.0,2397456417.90688,0.211612045205871E+13
3145202000000.0,3813320942.79968,0.317954564310344E+13
4436516000000.0,5861400967.13772,0.448689206462486E+13
5986292000000.0,8676106262.71439,0.605674822742162E+13
7818102000000.0,12402861971.6935,0.791328380428794E+13
12443858000000.0,23247994800.0865,0.126053243371807E+14
18587020000000.0,39878978732.1671,0.188431403127930E+14
26558340000000.0,64101666910.4902,0.269458822602757E+14
36641180000000.0,98044584943.0086,0.372058329651097E+14
48931820000000.0,144056565845.085,0.497256160958574E+14
70855440000000.0,240557886272.552,0.720878926458930E+14
1.03252e+14,428097348489.197,0.105194059072531E+15
1.2146884e+14,561472343065.935,0.123839983457037E+15
1.2609194e+14,597622785827.245,0.128575374953220E+15
1.411e+14,799638002439.847,0.143961370927287E+15
1.494e+14,892634432294.888,0.152479382784836E+15
1.577e+14,993953586429.849,0.161002788414726E+15
1.66e+14,1104352076142.9,0.169531761462551E+15
1.743e+14,1224486373001.59,0.178066493690960E+15
1.826e+14,1355001821936.7,0.186607189635722E+15
1.909e+14,1496755173977.04,0.195154069209513E+15
1.992e+14,1650302760959.52,0.203707364214235E+15
2.075e+14,1816423447455.79,0.212267314782786E+15
2.158e+14,1995784831670.1,0.220834170872928E+15
2.241e+14,2189054511806.75,0.229408188903567E+15
2.324e+14,2397122618804.74,0.237989635009393E+15
2.407e+14,2620545484500.99,0.246578782375487E+15
2.49e+14,2859990707099.76,0.255175906382690E+15
2.573e+14,3116348417540.07,0.263781289896409E+15
2.656e+14,3390063681291.45,0.272395219319398E+15
2.739e+14,3681804096558.16,0.281017980419947E+15
2.822e+14,3992682327013.99,0.289649868411573E+15
2.905e+14,4323032171761.08,0.298291182788424E+15
2.988e+14,4673743761738.46,0.306942223162654E+15
3.071e+14,5045484695150.39,0.315603294237791E+15
3.154e+14,5438922570201.15,0.324274702290684E+15
3.237e+14,5854613718727.63,0.332956753624731E+15
3.32e+14,6293559538036.24,0.341649758643850E+15
3.403e+14,6756205093596.5,0.350354030513244E+15
3.486e+14,7243551782714.8,0.359069884572743E+15
3.569e+14,7755822138125.92,0.367797635969757E+15
3.652e+14,8294240089871.0,0.376537601700136E+15
3.735e+14,8859139437052.2,0.385290102322354E+15
3.818e+14,9451521576975.91,0.394055458790256E+15
3.901e+14,10071831575111.7,0.402833993980408E+15
3.984e+14,10721070828765.8,0.411626032270431E+15
4.067e+14,11399239337938.5,0.420431895205630E+15
4.15e+14,12108006098140.2,0.429251907829702E+15
4.316e+14,13602313412034.9,0.446935409433609E+15
4.482e+14,15237929012500.5,0.464679053230714E+15
4.648e+14,17024866872600.9,0.482486028460275E+15
4.814e+14,18970915638052.8,0.500359616391914E+15
4.98e+14,21101666573353.1,0.518303435277825E+15
5.146e+14,23410443696459.3,0.536321199889386E+15
5.312e+14,25928401590237.2,0.554416755670923E+15
5.478e+14,28641075626927.6,0.572593996825582E+15
5.644e+14,31565155761637.5,0.590856596455977E+15
5.81e+14,34736247231927.8,0.609208771189985E+15
5.976e+14,38135434755344.3,0.627654763960210E+15
6.0056144e+14,39574556229072.6,6.32623874032008e+14
6.4363512e+14,43597489018351.2,6.8095896493842e+14
6.7952598e+14,47881403489001.0,7.21455692094906e+14
7.1127348e+14,52392250801444.2,7.5747080759178e+14
7.3991512e+14,57104538892541.4,7.90139866968888e+14
7.661896e+14,61998836749130.4,8.20268633340846e+14
7.9067294e+14,67060348278619.8,8.4849351695526e+14
8.1378844e+14,72278199244285.8,8.75285140516242e+14
8.358598e+14,77643298071162.6,9.01005384360666e+14
8.5713768e+14,83149940241624.6,9.25935909046296e+14
8.7781132e+14,88792242971870.4,9.50287068660576e+14
8.9803344e+14,94566106139856.6,9.74235346717548e+14
9.1792356e+14,1.00469747083825e+14,9.97919790834336e+14
9.3758294e+14,1.06501026609667e+14,1.02145270870169e+15
9.5708628e+14,1.1265744899092e+14,1.0449285813928e+15
9.7649998e+14,1.18937944630529e+14,1.06842049803972e+15
9.9587218e+14,1.25342870060848e+14,1.09198728648048e+15
1.01522446e+15,1.31870799152468e+14,1.11565568664145e+15
1.03464978e+15,1.38522444970093e+14,1.13954157153689e+15
1.0541996e+15,1.452979857799e+14,1.16370911699009e+15
1.07390878e+15,1.52198312912766e+14,1.1881993242215e+15
1.09380388e+15,1.59224317699571e+14,1.21305319445153e+15
1.11391312e+15,1.66377248003546e+14,1.23830638091536e+15
1.1342614e+15,1.73658529954097e+14,1.26399453684814e+15
1.15487362e+15,1.81070302745334e+14,1.29014975016152e+15
1.17577136e+15,1.88612744643432e+14,1.31680410876713e+15
1.1969762e+15,1.9628888617338e+14,1.34399148323839e+15
1.21850972e+15,2.04100509996936e+14,1.37174039616342e+15
1.24039184e+15,2.120476161141e+14,1.40008293545386e+15
1.26264082e+15,2.20137335171904e+14,1.42904762369785e+15
1.28528156e+15,2.2836788450859e+14,1.45867011413053e+15
1.30833066e+15,2.36744612109432e+14,1.48897714667829e+15
1.33180638e+15,2.4526751797443e+14,1.52000259191452e+15
1.35573196e+15,2.539401674271e+14,1.55177675508911e+15
1.38012732e+15,2.62767908452716e+14,1.58433350677547e+15
1.40501238e+15,2.71750741051278e+14,1.61770671754699e+15
1.43040706e+15,2.8089401320806e+14,1.65193382330059e+15
1.45633792e+15,2.90201290246578e+14,1.68704869460967e+15
1.48282488e+15,2.9967435482859e+14,1.72309055003291e+15
1.50989284e+15,3.0931855493937e+14,1.76009860812899e+15
1.53756172e+15,3.19139238564192e+14,1.79809960882428e+15
1.5658697e+15,3.29136405703056e+14,1.83717555455964e+15
1.59483338e+15,3.39318969664752e+14,1.87733892396738e+15
1.62448596e+15,3.4968693044928e+14,1.91866102351782e+15
1.65485898e+15,3.60250984027188e+14,1.96115967982854e+15
1.6833396e+15,3.7100756507496e+14,2.0012160895308e+15
1.7078412e+15,3.81929933666226e+14,2.03583538087116e+15
1.7325918e+15,3.93012741815712e+14,2.07093599088618e+15
1.7575582e+15,4.0425420686166e+14,2.10653574619344e+15
1.7827736e+15,4.15657894127586e+14,2.14261682017536e+15
1.8082048e+15,4.2722380361349e+14,2.1792148660671e+15
1.833885e+15,4.38955500642888e+14,2.21631205725108e+15
1.8597976e+15,4.5085298521578e+14,2.2539083937273e+15
1.8859426e+15,4.62918039993924e+14,2.29202170211334e+15
1.9123366e+15,4.75152447639078e+14,2.3306519824092e+15
1.938963e+15,4.87557990813e+14,2.36981706123246e+15
1.9658218e+15,5.0013466951569e+14,2.40949911196554e+15
1.9929296e+15,5.12886049070664e+14,2.44971596122602e+15
2.0202864e+15,5.2581391213968e+14,2.4904676090139e+15
2.0478756e+15,5.38918258722738e+14,2.53175405532918e+15
2.0757138e+15,5.52199088819838e+14,2.57359312678944e+15
2.103801e+15,5.65661750416254e+14,2.61598482339468e+15
2.1321372e+15,5.79306243511986e+14,2.65891131852732e+15
2.1607224e+15,5.93134350768792e+14,2.7024260920401e+15
2.18954e+15,6.0714785484843e+14,2.74649349069786e+15
2.2186232e+15,6.213467557509e+14,2.7911135145006e+15
2.2479554e+15,6.35734618799718e+14,2.83632181668348e+15
2.2775366e+15,6.50311443994884e+14,2.8821183972465e+15
2.3073668e+15,6.65079013998156e+14,2.92848542957208e+15
2.3374626e+15,6.8004089413305e+14,2.97545856689538e+15
2.3678074e+15,6.95197084399566e+14,3.02300215598124e+15
2.3984012e+15,7.10549367459462e+14,3.0711696766824e+15
2.4292606e+15,7.26101308636254e+14,3.1199254757637e+15
2.4603856e+15,7.41851125268184e+14,3.16928737984272e+15
2.4917596e+15,7.57802382678768e+14,3.21927321553704e+15
2.5233992e+15,7.73956863529764e+14,3.26986515622908e+15
2.5552878e+15,7.9031635048293e+14,3.32108102853642e+15
2.5874586e+15,8.06882626200024e+14,3.37293865907664e+15
2.6198784e+15,8.23655690681046e+14,3.42542022123216e+15
2.6525638e+15,8.40639109249512e+14,3.47854354162056e+15
2.6855148e+15,8.5783466456718e+14,3.53232644685942e+15
2.7187314e+15,8.7524235663405e+14,3.58673328371358e+15
2.7522302e+15,8.92865750773638e+14,3.6417997054182e+15
2.785978e+15,9.10704846985944e+14,3.69754353859086e+15
2.820008e+15,9.28763210594484e+14,3.7539291299964e+15
2.8543036e+15,9.47040841599258e+14,3.81100995948756e+15
2.8888814e+15,9.65541305323782e+14,3.86875037382918e+15
2.9237248e+15,9.84264601768056e+14,3.92716819963884e+15
2.9588504e+15,1.0032142962556e+15,3.98628126353412e+15
2.9942416e+15,1.0223903887864e+15,4.04607173889744e+15
3.0298984e+15,1.04179466202223e+15,4.10657527896396e+15
3.065854e+15,1.0614306812866e+15,4.1677740571161e+15
3.1020752e+15,1.08129844657951e+15,4.22966807335386e+15
3.1385786e+15,1.10140152322448e+15,4.2922929809124e+15
3.1753642e+15,1.1217399112215e+15,4.35563095317414e+15
3.212432e+15,1.14231717589409e+15,4.41968199013908e+15
3.249782e+15,1.16313331724226e+15,4.4844639184248e+15
3.2874142e+15,1.18419190058951e+15,4.54999456464888e+15
3.3253286e+15,1.20549292593586e+15,4.61625610219374e+15
3.3635252e+15,1.22703817594304e+15,4.68326635767696e+15
3.402004e+15,1.24883299859635e+15,4.75100750448096e+15
3.4407816e+15,1.27087561123402e+15,4.81953302245848e+15
3.479858e+15,1.29316779651781e+15,4.88880725837436e+15
3.5192e+15,1.31571311977124e+15,4.95884803884618e+15
3.5588574e+15,1.33851514631782e+15,5.02965536387394e+15
3.598797e+15,1.36157031083403e+15,5.1012648866928e+15
3.6390188e+15,1.38488574396691e+15,5.1736409540676e+15
3.6795394e+15,1.40846144571646e+15,5.24680139261592e+15
3.7203588e+15,1.43229741608268e+15,5.32078185557292e+15
3.761477e+15,1.45639900305084e+15,5.39554668970344e+15
3.802894e+15,1.48076620662094e+15,5.47111372162506e+15
3.8446098e+15,1.50540080945474e+15,5.54750077795536e+15
3.8866078e+15,1.53030637687576e+15,5.62470785869434e+15
3.9289212e+15,1.55548112622224e+15,5.702734963842e+15
3.9715334e+15,1.5809321881412e+15,5.78159992001592e+15
4.0144444e+15,1.60665599730914e+15,5.86128490059852e+15
4.0576708e+15,1.63265968437309e+15,5.94182555882496e+15
4.101196e+15,1.65894146667128e+15,6.02322189469524e+15
4.14502e+15,1.68550490952724e+15,6.10545608159178e+15
4.1891428e+15,1.71235179560272e+15,6.18856377274974e+15
4.2335976e+15,1.73948390755948e+15,6.27252714155154e+15
4.2783512e+15,1.76690481072104e+15,6.35736401461476e+15
4.3234036e+15,1.7946055917786e+15,6.4430743919394e+15
4.3687714e+15,1.82261120799678e+15,6.52967610014304e+15
4.4144546e+15,1.85090205009624e+15,6.61716913922568e+15
4.4604532e+15,1.87949594469456e+15,6.70555350918732e+15
4.5067672e+15,1.90837506517416e+15,6.79482921002796e+15
4.5533966e+15,1.9375750647702e+15,6.88503189498276e+15
4.6003248e+15,1.96706029024752e+15,6.97612591081656e+15
4.647585e+15,1.9968485682237e+15,7.0681647373821e+15
4.6951606e+15,2.02693989869874e+15,7.16111272144422e+15
4.7430682e+15,2.05735210829022e+15,7.25500551623808e+15
4.7912746e+15,2.08806737038056e+15,7.3498252951461e+15
4.839813e+15,2.11908568496976e+15,7.44558988478586e+15
4.8886668e+15,2.1504248786754e+15,7.54229928515736e+15
4.9378526e+15,2.18208495149748e+15,7.63998914949576e+15
4.9873704e+15,2.21404807681842e+15,7.7386238245659e+15
5.0372036e+15,2.24634990787338e+15,7.83823896360294e+15
5.0873522e+15,2.2789547914272e+15,7.9388167399893e+15
5.1378494e+15,2.31189838071504e+15,8.04039280696014e+15
5.188662e+15,2.34516284911932e+15,8.14294933789788e+15
5.2398066e+15,2.37874819664004e+15,8.24648633280252e+15
5.2912832e+15,2.41267224989478e+15,8.35103944490922e+15
5.3430918e+15,2.44693500888354e+15,8.45660867421798e+15
5.3952324e+15,2.48153647360632e+15,8.56317619411122e+15
5.447705e+15,2.51645881744554e+15,8.6707776578241e+15
5.5005096e+15,2.55171986701878e+15,8.77939523873904e+15
5.5536628e+15,2.58733744894362e+15,8.88904676347362e+15
5.607148e+15,2.62329373660248e+15,8.99975005864542e+15
5.6609652e+15,2.65958872999536e+15,9.11148729763686e+15
5.7151144e+15,2.69624025573984e+15,9.22427630706552e+15
5.7696288e+15,2.73323048721834e+15,9.33813491354898e+15
5.8244586e+15,2.77057725104844e+15,9.45306311708724e+15
5.8796536e+15,2.80828054723014e+15,9.5690609176803e+15
5.9351806e+15,2.84634037576344e+15,9.68612831532816e+15
5.9910396e+15,2.88475673664834e+15,9.8042831366484e+15
6.0472638e+15,2.92354745650242e+15,9.9235432082586e+15
6.10382e+15,2.9626947087081e+15,1.00438907035412e+16
6.1607414e+15,3.00219849326538e+15,1.01653434491137e+16
6.2179948e+15,3.04207663679184e+15,1.02879192715938e+16
6.2756134e+15,3.0823113126699e+15,1.04116181709814e+16
6.333564e+15,3.12293817413472e+15,1.0536422320659e+16
6.3918798e+15,3.16393939456872e+15,1.06623852004793e+16
6.4505442e+15,3.20529714735432e+15,1.07894711572071e+16
6.5095572e+15,3.24704708572668e+15,1.091769801746e+16
6.5689354e+15,3.2891892096858e+15,1.10471014344733e+16
6.6286622e+15,3.3317056926141e+15,1.11776457550116e+16
6.6887542e+15,3.37459653451158e+15,1.13093666323102e+16
6.7491948e+15,3.4178973886134e+15,1.14422640663691e+16
6.8100006e+15,3.4615726016844e+15,1.15763380571883e+16
6.8711716e+15,3.50564000034216e+15,1.17116064313853e+16
6.9326912e+15,3.55011741120426e+15,1.18480513623427e+16
6.994576e+15,3.59496918103554e+15,1.19857085032954e+16
7.056826e+15,3.64024878968874e+15,1.21245778542436e+16
7.1194412e+15,3.68590275731112e+15,1.22646772418048e+16
7.1824216e+15,3.73198456375542e+15,1.24059888393615e+16
7.2457672e+15,3.77845855578648e+15,1.25485126469136e+16
7.309478e+15,3.82534256002188e+15,1.26923021443139e+16
7.3735706e+15,3.8726544030792e+15,1.28373216783272e+16
7.4380118e+15,3.92035843172328e+15,1.29835890755711e+16
7.5028348e+15,3.96849029918928e+15,1.31311221626632e+16
7.5680396e+15,4.0170500054772e+15,1.32799209396034e+16
7.6336096e+15,4.06601972396946e+15,1.34300032330094e+16
7.6995448e+15,4.11541728128364e+15,1.35813512162636e+16
7.7658618e+15,4.16522485080216e+15,1.37339827159836e+16
7.8325606e+15,4.21547808576018e+15,1.38879155587869e+16
7.8996246e+15,4.26615915954012e+15,1.40431675712911e+16
7.9670704e+15,4.31726807214198e+15,1.41997031002611e+16
8.034898e+15,4.36882265018334e+15,1.43575756255496e+16
8.1031074e+15,4.42080506704662e+15,1.45167494939214e+16
8.171682e+15,4.4732331493494e+15,1.46772781852293e+16
8.240655e+15,4.52610689709168e+15,1.48391260462381e+16
8.3100098e+15,4.57942631027346e+15,1.5002328730183e+16
8.3797464e+15,4.63319138889474e+15,1.51669040636816e+16
8.4498648e+15,4.68740213295552e+15,1.53328163934986e+16
8.5203816e+15,4.74207636907338e+15,1.55001013728694e+16
8.5912802e+15,4.79719627063074e+15,1.56687590017937e+16
8.6625606e+15,4.85277966424518e+15,1.58388071068894e+16
8.7342394e+15,4.9088265499167e+15,1.60102456881562e+16
8.8063e+15,4.9653369276453e+15,1.61830925722119e+16
8.878759e+15,5.02231079743098e+15,1.63573299324388e+16
8.9516164e+15,5.07974815927374e+15,1.65329934220721e+16
9.0248556e+15,5.13764901317358e+15,1.67100652144943e+16
9.0984932e+15,5.19603118574808e+15,1.68885809629404e+16
9.1725292e+15,5.25489467699724e+15,1.70685228407929e+16
9.2469636e+15,5.31423948692106e+15,1.72499086746694e+16
9.3217798e+15,5.37404778890196e+15,1.74327562911875e+16
9.397011e+15,5.4343552361751e+15,1.76170478637295e+16
9.4726406e+15,5.4951440021229e+15,1.78028190455307e+16
9.5486686e+15,5.55641408674536e+15,1.79900876632086e+16
9.625095e+15,5.61818331666006e+15,1.81788715433808e+16
9.7019364e+15,5.680451691867e+15,1.83690815529594e+16
9.7791762e+15,5.7432013857486e+15,1.85607176919444e+16
9.8568144e+15,5.80646805154002e+15,1.87539582265116e+16
9.9348676e+15,5.8702160360061e+15,1.89486248904852e+16
1.00133358e+16,5.934480992382e+15,1.9144895950041e+16
1.00922024e+16,5.99926292066772e+15,1.9342771405179e+16
1.01714674e+16,6.0645261676281e+15,1.95420729897234e+16
1.0251164e+16,6.13032421311588e+15,1.974297896985e+16
1.0331259e+16,6.19663923051348e+15,1.9945311079383e+16
1.0411769e+16,6.26345339320332e+15,2.01492475844982e+16
1.0492694e+16,6.33080235442056e+15,2.03549667513714e+16
1.0574034e+16,6.39866828754762e+15,2.05619337814752e+16
1.0655789e+16,6.4670511925845e+15,2.0770683473337e+16
1.0737959e+16,6.53596889614878e+15,2.0981037560781e+16
1.0820544e+16,6.60542139824046e+15,2.11929960438072e+16
1.09035606e+16,6.67540869885954e+15,2.14065589224156e+16
1.09869922e+16,6.74593079800602e+15,2.16215479304304e+16
1.10708388e+16,6.8169876956799e+15,2.18383196002032e+16
1.1155117e+16,6.88859721849876e+15,2.2056873931734e+16
1.12398102e+16,6.96074153984502e+15,2.22768543926712e+16
1.13249184e+16,7.03342065971868e+15,2.24986175153664e+16
1.14104748e+16,7.1066702313549e+15,2.27219850336438e+16
1.14964462e+16,7.18045460151852e+15,2.29469569475034e+16
1.15828326e+16,7.2548094234447e+15,2.3173711523121e+16
1.16696672e+16,7.32971687051586e+15,2.34020704943208e+16
1.17569168e+16,7.40519476934958e+15,2.36320338611028e+16
1.18446146e+16,7.48122529332828e+15,2.38637798896428e+16
1.19327274e+16,7.55782626906954e+15,2.40973085799408e+16
1.20212884e+16,7.63497986995578e+15,2.43326199319968e+16
1.21102644e+16,7.71272174922216e+15,2.4569535679635e+16
1.21996886e+16,7.7910340802511e+15,2.48080558228554e+16
1.22895444e+16,7.86993468966018e+15,2.50485368940096e+16
1.23798318e+16,7.94940575083182e+15,2.5290622360746e+16
1.24705674e+16,8.0294650903836e+15,2.55344904892404e+16
1.25617346e+16,8.11009488169794e+15,2.57803195456686e+16
1.265335e+16,8.19133077801e+15,2.6027752997679e+16
1.2745397e+16,8.2731549527022e+15,2.62769691114474e+16
1.28378922e+16,8.35556740577454e+15,2.65279678869738e+16
1.2930819e+16,8.4385859638446e+15,2.67807493242582e+16
1.3024194e+16,8.5221928002948e+15,2.70354916894764e+16
1.31180172e+16,8.6064235683603e+15,2.72918384502768e+16
1.32122886e+16,8.69124261480594e+15,2.7550146139011e+16
1.33070082e+16,8.7766677662493e+15,2.78102364895032e+16
1.3402176e+16,8.86271684930796e+15,2.80722877679292e+16
1.3497792e+16,8.94937203736434e+15,2.83361217081132e+16
1.35938728e+16,9.03665115703602e+15,2.86017383100552e+16
1.36903852e+16,9.124554208323e+15,2.8869315839931e+16
1.37873458e+16,9.2130633646077e+15,2.91388542977406e+16
1.38847712e+16,9.30221427912528e+15,2.94101754173082e+16
1.39826614e+16,9.39198912525816e+15,2.96832791986338e+16
1.40809998e+16,9.48240572962392e+15,2.9958522174069e+16
1.41797864e+16,9.57344626560498e+15,3.02355478112622e+16
1.42790378e+16,9.66512855981892e+15,3.05143561102134e+16
1.43787374e+16,9.75743478564816e+15,3.07953036032742e+16
1.44789184e+16,9.85040059632786e+15,3.10782120242688e+16
1.45795476e+16,9.94402599185802e+15,3.13629031070214e+16
1.4680625e+16,1.00382753190035e+16,3.16497333838836e+16
1.47821838e+16,1.0133202057617e+16,3.19383463225038e+16
1.48842074e+16,1.02287705544634e+16,3.22290984552336e+16
1.49866958e+16,1.03249986361602e+16,3.25218115158972e+16
1.5089649e+16,1.04218863027075e+16,3.28164855044946e+16
1.5193067e+16,1.05194513807228e+16,3.31131204210258e+16
1.52969498e+16,1.06176760435886e+16,3.34117162654908e+16
1.54012974e+16,1.07165602913049e+16,3.37124513040654e+16
1.55061264e+16,1.08161397771068e+16,3.40153255367496e+16
1.56114202e+16,1.09163788477591e+16,3.43199824311918e+16
1.57171954e+16,1.10173131564971e+16,3.46267785197436e+16
1.58234354e+16,1.11189248767031e+16,3.4935713802405e+16
1.59301568e+16,1.12212140083771e+16,3.5246788279176e+16
1.6037343e+16,1.13241983781368e+16,3.55598236838808e+16
1.61450272e+16,1.14278779859821e+16,3.58748200165194e+16
1.62531762e+16,1.15322350052954e+16,3.61921338094434e+16
1.636179e+16,1.16373050893119e+16,3.65114085303012e+16
1.64709018e+16,1.17430882380316e+16,3.68328224452686e+16
1.6580495e+16,1.1849566624837e+16,3.71563755543456e+16
1.6690636e+16,1.19567402497279e+16,3.74820678575322e+16
1.6801192e+16,1.20646447659397e+16,3.78098993548284e+16
1.691208e+16,1.2173244520237e+16,3.81398700462342e+16
1.7023632e+16,1.22825751658552e+16,3.84719799317496e+16
1.7135682e+16,1.23926188761765e+16,3.88064072775504e+16
1.724823e+16,1.25033934778186e+16,3.9142795551285e+16
1.736111e+16,1.26148811441639e+16,3.9481501285305e+16
1.7474654e+16,1.272709970183e+16,3.98223462134346e+16
1.758853e+16,1.28400669774345e+16,4.01655086018496e+16
1.770307e+16,1.29537651443597e+16,4.05108101843742e+16
1.7817942e+16,1.30681942026058e+16,4.08582509610084e+16
1.7933478e+16,1.31833719787901e+16,4.1208009197928e+16
1.8049346e+16,1.32992806462953e+16,4.1560084895133e+16
1.8165878e+16,1.34159558583564e+16,4.19142997864476e+16
1.8282742e+16,1.35333797883559e+16,4.22708321380476e+16
1.8400104e+16,1.36515524362937e+16,4.2629681949933e+16
1.851813e+16,1.37704916287874e+16,4.2990670955928e+16
1.8636488e+16,1.38901795392196e+16,4.33541556883842e+16
1.875551e+16,1.40106339942076e+16,4.371977961495e+16
1.8874864e+16,1.41318728203692e+16,4.40877210018012e+16
1.8994882e+16,1.42538603644691e+16,4.44581581151136e+16
1.9115232e+16,1.43766322797426e+16,4.48307344225356e+16
1.9236246e+16,1.45001885661896e+16,4.52058064564188e+16
1.9357592e+16,1.46245292238101e+16,4.55830176844116e+16
1.9479602e+16,1.47496364259865e+16,4.59627246388656e+16
1.960211e+16,1.48755458259541e+16,4.63449273197808e+16
1.972495e+16,1.50022395970951e+16,4.67292691948056e+16
1.9848454e+16,1.51297177394097e+16,4.71161067962916e+16
1.9972456e+16,1.5258015906133e+16,4.75054401242388e+16
2.0096956e+16,1.53870984440297e+16,4.78970909124714e+16
2.0221954e+16,1.55169831797176e+16,4.82912374271652e+16
2.0347616e+16,1.56476879398142e+16,4.86877014021444e+16
2.047361e+16,1.57791948977018e+16,4.90866611035848e+16
2.0600102e+16,1.59115040533806e+16,4.94881165314864e+16
2.0727258e+16,1.60446510600856e+16,4.98918894196734e+16
2.0854912e+16,1.61786002645817e+16,5.02983363004974e+16
2.0982898e+16,1.63133873201041e+16,5.07071006416068e+16
2.1111548e+16,1.64489944000352e+16,5.11183607091774e+16
2.1240696e+16,1.65854393309925e+16,5.1532294769385e+16
2.1370508e+16,1.67227221129761e+16,5.1948546289878e+16
2.1500652e+16,1.68608249193683e+16,5.2367471803008e+16
