baryon_density,pressurec2,energy_densityc2
4.98e13,1.4966896185458e11,5.047935095805e13
5.81e13,1.8969208075549e11,5.892055310759e13
6.64e13,2.333206761311e11,6.736774165249e13
7.47e13,2.80591337277e11,7.582061842666e13
8.3e13,3.315871292081e11,8.427895886071e13
9.13e13,3.864229821224e11,9.274259388114e13
9.96e13,4.452364940015e11,1.0121139638446e14
1.079e14,5.081819553542e11,1.096852734797e14
1.162e14,5.7542634118e11,1.181641583331e14
1.245e14,6.47146583913e11,1.2664800638882e14
1.328e14,7.223854431019e11,1.3513679099292e14
1.992e14,4.99920503e12,2.03524712e14
2.656e14,1.091299824e13,2.73799615e14
3.32e14,2.04459589e13,3.4590449e14
3.984e14,3.58415929e13,4.20416176e14
4.648e14,6.01563513e13,4.98130313e14
5.312e14,9.55384621e13,5.80061342e14
5.976e14,1.420893694e14,6.67084467e14
6.64e14,1.987429156e14,7.59875982e14
7.304e14,2.64371281e14,8.58754143e14
7.968e14,3.38127109e14,9.63997424e14
8.632e14,4.19461408e14,1.075685389e15
9.296e14,5.07956467e14,1.193897602e15
9.96e14,6.03353703e14,1.318693736e15
1.0624e15,7.05493988e14,1.4500539e15
1.1288e15,8.14218194e14,1.587997985e15
1.1952e15,9.29446757e14,1.732545882e15
1.2616e15,1.051100113e15,1.883657809e15
1.328e15,1.179098698e15,2.04141333e15
1.3944e15,1.313422621e15,2.20551408e15
1.4608e15,1.454012209e15,2.37637777e15
1.5272e15,1.600847571e15,2.55360658e15
1.5936e15,1.753888925e15,2.73739942e15
1.66e15,1.913136271e15,2.92775629e15
1.7264e15,2.0786095e15,3.12447828e15
1.7928e15,2.25006992e15,3.3277643e15
1.8592e15,2.42789546e15,3.53761435e15
1.9256e15,2.6116883e15,3.75382952e15
1.992e15,2.80164735e15,3.97640981e15
2.0584e15,2.9975737e15,4.20555413e15
2.1248e15,3.19966626e15,4.44106357e15
2.1912e15,3.40792503e15,4.68293813e15
2.2576e15,3.62235001e15,4.93117781e15
2.324e15,3.84274229e15,5.18578261e15
2.3904e15,4.06910187e15,5.44695144e15
2.4568e15,4.30162766e15,5.71428648e15
2.5232e15,4.54012075e15,5.98818555e15
2.5896e15,4.78458114e15,6.26825083e15
2.656e15,5.03520774e15,6.55468123e15
2.7224e15,5.29200055e15,6.84767566e15
2.7888e15,5.55456175e15,7.14663739e15
2.8552e15,5.82328916e15,7.45216315e15
2.9216e15,6.09798387e15,7.76405403e15
2.988e15,6.37884479e15,8.08211112e15
3.0544e15,6.6654741e15,8.40653333e15
3.1208e15,6.95826962e15,8.73732066e15
3.1872e15,7.25703244e15,9.0742742e15
3.2536e15,7.56196147e15,9.41759286e15
3.32e15,7.87265889e15,9.76707773e15
